VehicleID,Lane,Frame,Timestamp
110,1,352,11.733333333333333
150,2,353,11.766666666666667
150,2,354,11.8
150,2,355,11.833333333333334
150,2,359,11.966666666666667
123,1,374,12.466666666666667
123,1,375,12.5
123,1,376,12.533333333333333
123,1,377,12.566666666666666
123,1,378,12.6
123,1,379,12.633333333333333
123,1,380,12.666666666666666
123,1,381,12.7
123,1,382,12.733333333333333
173,1,388,12.933333333333334
173,1,389,12.966666666666667
170,2,398,13.266666666666667
170,2,399,13.3
170,2,400,13.333333333333334
170,2,401,13.366666666666667
170,2,402,13.4
170,2,403,13.433333333333334
170,2,404,13.466666666666667
170,2,405,13.5
170,2,406,13.533333333333333
170,2,407,13.566666666666666
170,2,408,13.6
179,1,421,14.033333333333333
179,1,422,14.066666666666666
179,1,423,14.1
179,1,424,14.133333333333333
184,1,427,14.233333333333333
184,1,428,14.266666666666667
184,1,429,14.3
192,2,454,15.133333333333333
192,2,455,15.166666666666666
192,2,456,15.2
192,2,457,15.233333333333333
192,2,458,15.266666666666667
192,2,459,15.3
198,1,469,15.633333333333333
198,1,473,15.766666666666667
198,1,474,15.8
198,1,475,15.833333333333334
219,1,547,18.233333333333334
248,1,604,20.133333333333333
248,1,605,20.166666666666668
248,1,606,20.2
248,1,607,20.233333333333334
248,1,608,20.266666666666666
248,1,609,20.3
248,1,610,20.333333333333332
266,1,652,21.733333333333334
266,1,653,21.766666666666666
266,1,654,21.8
277,1,674,22.466666666666665
277,1,675,22.5
277,1,676,22.533333333333335
277,1,677,22.566666666666666
277,1,678,22.6
286,2,694,23.133333333333333
286,2,695,23.166666666666668
286,2,696,23.2
286,2,697,23.233333333333334
286,2,698,23.266666666666666
286,2,699,23.3
313,1,745,24.833333333333332
313,1,746,24.866666666666667
313,1,747,24.9
294,2,760,25.333333333333332
294,2,761,25.366666666666667
294,2,762,25.4
294,2,763,25.433333333333334
294,2,764,25.466666666666665
294,2,765,25.5
294,2,766,25.533333333333335
294,2,767,25.566666666666666
294,2,768,25.6
294,2,769,25.633333333333333
294,2,770,25.666666666666668
294,2,771,25.7
294,2,772,25.733333333333334
357,1,834,27.8
357,1,835,27.833333333333332
368,1,838,27.933333333333334
368,1,839,27.966666666666665
368,1,840,28.0
368,1,841,28.033333333333335
368,1,842,28.066666666666666
368,1,843,28.1
368,1,844,28.133333333333333
368,1,845,28.166666666666668
368,1,846,28.2
368,1,847,28.233333333333334
368,1,848,28.266666666666666
368,1,849,28.3
368,1,850,28.333333333333332
368,1,851,28.366666666666667
372,3,873,29.1
372,3,874,29.133333333333333
372,3,875,29.166666666666668
372,3,876,29.2
372,3,877,29.233333333333334
372,3,878,29.266666666666666
372,3,879,29.3
372,3,880,29.333333333333332
372,3,881,29.366666666666667
382,1,981,32.7
382,1,982,32.733333333333334
382,1,983,32.766666666666666
382,1,984,32.8
382,1,985,32.833333333333336
382,1,986,32.86666666666667
382,1,987,32.9
382,1,988,32.93333333333333
382,1,989,32.96666666666667
382,1,990,33.0
382,1,991,33.03333333333333
382,1,992,33.06666666666667
382,1,993,33.1
382,1,994,33.13333333333333
382,1,995,33.166666666666664
382,1,996,33.2
382,1,997,33.233333333333334
382,1,998,33.266666666666666
382,1,999,33.3
382,1,1000,33.333333333333336
430,1,1001,33.36666666666667
382,1,1001,33.36666666666667
430,1,1002,33.4
382,1,1002,33.4
430,1,1003,33.43333333333333
382,1,1003,33.43333333333333
430,1,1004,33.46666666666667
382,1,1004,33.46666666666667
430,1,1005,33.5
382,1,1005,33.5
430,1,1006,33.53333333333333
382,1,1006,33.53333333333333
430,1,1007,33.56666666666667
382,1,1007,33.56666666666667
430,1,1008,33.6
382,1,1008,33.6
430,1,1009,33.63333333333333
382,1,1009,33.63333333333333
430,1,1010,33.666666666666664
382,1,1010,33.666666666666664
430,1,1011,33.7
382,1,1011,33.7
434,3,1012,33.733333333333334
430,1,1012,33.733333333333334
382,1,1012,33.733333333333334
434,3,1013,33.766666666666666
382,1,1013,33.766666666666666
434,3,1014,33.8
382,1,1014,33.8
434,3,1015,33.833333333333336
382,1,1015,33.833333333333336
434,3,1016,33.86666666666667
382,1,1016,33.86666666666667
434,3,1017,33.9
382,1,1017,33.9
434,3,1018,33.93333333333333
382,1,1018,33.93333333333333
434,3,1019,33.96666666666667
382,1,1019,33.96666666666667
382,1,1020,34.0
382,1,1021,34.03333333333333
382,1,1022,34.06666666666667
382,1,1023,34.1
382,1,1024,34.13333333333333
382,1,1025,34.166666666666664
382,1,1026,34.2
382,1,1027,34.233333333333334
382,1,1028,34.266666666666666
382,1,1029,34.3
382,1,1030,34.333333333333336
382,1,1031,34.36666666666667
382,1,1032,34.4
382,1,1033,34.43333333333333
382,1,1034,34.46666666666667
382,1,1035,34.5
461,3,1069,35.63333333333333
461,3,1070,35.666666666666664
461,3,1071,35.7
461,3,1072,35.733333333333334
461,3,1073,35.766666666666666
461,3,1074,35.8
461,3,1075,35.833333333333336
461,3,1076,35.86666666666667
461,3,1077,35.9
461,3,1078,35.93333333333333
461,3,1079,35.96666666666667
461,3,1080,36.0
461,3,1081,36.03333333333333
498,2,1113,37.1
498,2,1114,37.13333333333333
498,2,1115,37.166666666666664
493,1,1118,37.266666666666666
498,2,1119,37.3
493,1,1119,37.3
498,2,1120,37.333333333333336
493,1,1120,37.333333333333336
498,2,1121,37.36666666666667
493,1,1121,37.36666666666667
505,1,1122,37.4
498,2,1122,37.4
493,1,1122,37.4
505,1,1123,37.43333333333333
498,2,1123,37.43333333333333
493,1,1123,37.43333333333333
505,1,1124,37.46666666666667
498,2,1124,37.46666666666667
505,1,1125,37.5
498,2,1125,37.5
505,1,1126,37.53333333333333
498,2,1126,37.53333333333333
505,1,1127,37.56666666666667
498,2,1127,37.56666666666667
508,2,1128,37.6
505,1,1128,37.6
498,2,1128,37.6
508,2,1129,37.63333333333333
505,1,1129,37.63333333333333
498,2,1129,37.63333333333333
508,2,1130,37.666666666666664
505,1,1130,37.666666666666664
508,2,1131,37.7
505,1,1131,37.7
508,2,1132,37.733333333333334
505,1,1132,37.733333333333334
508,2,1133,37.766666666666666
505,1,1133,37.766666666666666
508,2,1134,37.8
512,1,1135,37.833333333333336
508,2,1135,37.833333333333336
512,1,1136,37.86666666666667
508,2,1136,37.86666666666667
512,1,1137,37.9
512,1,1138,37.93333333333333
512,1,1139,37.96666666666667
512,1,1140,38.0
512,1,1141,38.03333333333333
512,1,1142,38.06666666666667
512,1,1143,38.1
512,1,1144,38.13333333333333
512,1,1145,38.166666666666664
512,1,1146,38.2
512,1,1147,38.233333333333334
521,1,1158,38.6
526,1,1160,38.666666666666664
523,1,1179,39.3
523,1,1180,39.333333333333336
523,1,1181,39.36666666666667
523,1,1182,39.4
523,1,1183,39.43333333333333
523,1,1184,39.46666666666667
523,1,1185,39.5
536,1,1188,39.6
536,1,1189,39.63333333333333
536,1,1190,39.666666666666664
536,1,1191,39.7
523,1,1191,39.7
536,1,1192,39.733333333333334
523,1,1192,39.733333333333334
536,1,1193,39.766666666666666
523,1,1193,39.766666666666666
536,1,1194,39.8
523,1,1194,39.8
536,1,1195,39.833333333333336
536,1,1199,39.96666666666667
536,1,1200,40.0
536,1,1201,40.03333333333333
536,1,1202,40.06666666666667
536,1,1203,40.1
538,3,1225,40.833333333333336
538,3,1226,40.86666666666667
538,3,1227,40.9
538,3,1228,40.93333333333333
538,3,1229,40.96666666666667
538,3,1230,41.0
538,3,1231,41.03333333333333
548,1,1232,41.06666666666667
548,1,1233,41.1
432,1,1233,41.1
548,1,1234,41.13333333333333
432,1,1234,41.13333333333333
548,1,1235,41.166666666666664
548,1,1236,41.2
548,1,1237,41.233333333333334
548,1,1238,41.266666666666666
548,1,1239,41.3
548,1,1240,41.333333333333336
548,1,1241,41.36666666666667
548,1,1242,41.4
548,1,1243,41.43333333333333
548,1,1244,41.46666666666667
548,1,1245,41.5
548,1,1246,41.53333333333333
548,1,1247,41.56666666666667
548,1,1248,41.6
548,1,1249,41.63333333333333
548,1,1250,41.666666666666664
548,1,1251,41.7
548,1,1252,41.733333333333334
548,1,1253,41.766666666666666
546,1,1301,43.36666666666667
546,1,1302,43.4
546,1,1303,43.43333333333333
546,1,1304,43.46666666666667
546,1,1305,43.5
546,1,1306,43.53333333333333
546,1,1307,43.56666666666667
546,1,1308,43.6
546,1,1309,43.63333333333333
546,1,1310,43.666666666666664
546,1,1311,43.7
546,1,1312,43.733333333333334
546,1,1313,43.766666666666666
546,1,1314,43.8
546,1,1315,43.833333333333336
546,1,1316,43.86666666666667
546,1,1317,43.9
546,1,1318,43.93333333333333
546,1,1319,43.96666666666667
546,1,1320,44.0
457,1,1320,44.0
546,1,1321,44.03333333333333
457,1,1321,44.03333333333333
546,1,1322,44.06666666666667
457,1,1322,44.06666666666667
546,1,1323,44.1
457,1,1323,44.1
546,1,1324,44.13333333333333
457,1,1324,44.13333333333333
546,1,1325,44.166666666666664
457,1,1325,44.166666666666664
457,1,1326,44.2
457,1,1327,44.233333333333334
